timestamp, T_WS_x, T_WS_y, T_WS_z, T_WS_qx, T_WS_qy, T_WS_qz, T_WS_qw
1523957609109720434,-0.287736,0.0991871,-0.309284,-0.702091,0.121794,0.00984168,0.701525
1523957609114715050,-0.289586,0.0999257,-0.310827,-0.702111,0.12176,0.00982233,0.701511
1523957609186290656,-0.316718,0.110916,-0.333238,-0.702322,0.120808,0.00958989,0.701468
1523957609239966034,-0.337892,0.119584,-0.350501,-0.7024,0.119948,0.00926603,0.701542
1523957609295740521,-0.360651,0.128994,-0.368914,-0.7025,0.118975,0.00885604,0.701613
1523957609344604807,-0.381196,0.137618,-0.38543,-0.702542,0.118096,0.00839928,0.701724
1523957609360447956,-0.387968,0.140515,-0.390864,-0.702548,0.117798,0.00824531,0.701771
1523957609365236994,-0.319809,0.0805105,-0.395934,-0.70369,0.11216,0.0200384,0.701312
1523957609454796667,-0.346669,0.090481,-0.423659,-0.703708,0.109544,0.0189761,0.701737
1523957609536481342,-0.372319,0.100293,-0.449375,-0.703494,0.106706,0.0173156,0.702432
1523957609590672462,-0.389947,0.107247,-0.466587,-0.703239,0.104623,0.0157847,0.703036
1523957609655059101,-0.411459,0.116127,-0.487187,-0.702802,0.101917,0.0135678,0.703917
1523957609660317897,-0.413242,0.11688,-0.488874,-0.70276,0.101688,0.0133611,0.703996
1523957609665298834,-0.414934,0.117595,-0.490473,-0.702719,0.101465,0.013167,0.704072
1523957609719329744,-0.43356,0.125585,-0.507852,-0.702231,0.0989365,0.0109208,0.704957
1523957609770593837,-0.451657,0.133569,-0.524374,-0.701704,0.0963311,0.00842969,0.705876
1523957609814328077,-0.46739,0.140762,-0.538526,-0.701171,0.0939493,0.00605219,0.70675
1523957609865415014,-0.486128,0.149584,-0.555086,-0.700438,0.0909417,0.00298265,0.70789
1523957609911368840,-0.503325,0.157905,-0.56995,-0.699675,0.0880715,-6.54964e-05,0.709012
1523957609960255470,-0.521986,0.167111,-0.585712,-0.698797,0.0849079,-0.00352914,0.710254
1523957610006474041,-0.540018,0.176218,-0.600575,-0.697963,0.0818811,-0.00691651,0.711404
1523957610049930132,-0.55734,0.185116,-0.614535,-0.697146,0.0790079,-0.0102288,0.712489
1523957610060451467,-0.561585,0.187319,-0.617914,-0.696948,0.0783199,-0.0110525,0.712746
1523957610070529202,-0.471415,-0.0311857,-0.589653,-0.691534,0.0728918,-0.0043351,0.718643
1523957610121407547,-0.487923,-0.0311798,-0.603011,-0.690465,0.0694108,-0.00827098,0.71998
1523957610160435728,-0.500843,-0.031084,-0.613149,-0.689617,0.066731,-0.0113707,0.721003
1523957610170469498,-0.50994,-0.155979,-0.644889,-0.685012,0.0654965,-0.012884,0.725467
1523957610231704371,-0.531548,-0.163676,-0.661513,-0.683452,0.061281,-0.0179122,0.727198
1523957610280313988,-0.549166,-0.169949,-0.674441,-0.6822,0.0579362,-0.0219264,0.728537
1523957610320923837,-0.564227,-0.175377,-0.68503,-0.681184,0.055192,-0.0252405,0.729593
1523957610370257858,-0.582971,-0.182212,-0.697594,-0.679968,0.0519295,-0.0292517,0.730815
1523957610416199658,-0.600861,-0.188823,-0.708992,-0.678953,0.0489966,-0.0328851,0.731807
1523957610462344575,-0.61927,-0.195828,-0.720115,-0.678013,0.0462098,-0.0364437,0.73269
1523957610505942072,-0.637109,-0.202795,-0.73032,-0.677241,0.0437143,-0.0396945,0.733388
1523957610515989805,-0.464476,-0.200145,-0.724857,-0.677719,0.0487536,-0.0359457,0.732822
1523957610555291319,-0.473689,-0.206369,-0.732533,-0.677103,0.0467365,-0.0387324,0.733381
1523957610560127180,-0.474832,-0.207145,-0.733462,-0.677027,0.0464906,-0.0390705,0.733448
1523957610626742505,-0.490779,-0.218042,-0.7459,-0.676002,0.0433506,-0.0436399,0.734328
1523957610670458090,-0.501435,-0.225293,-0.75372,-0.675344,0.0414649,-0.0464988,0.734867
1523957610736460464,-0.517781,-0.236486,-0.765029,-0.674387,0.038981,-0.0505089,0.735617
1523957610800996163,-0.534062,-0.247757,-0.77552,-0.67357,0.0369818,-0.0539948,0.736221
1523957610857320228,-0.548517,-0.257919,-0.784209,-0.672991,0.0355679,-0.056572,0.736626
1523957610865137788,-0.440417,-0.152736,-0.798959,-0.676483,0.0358454,-0.0526809,0.733697
1523957610936462705,-0.451804,-0.158618,-0.809753,-0.676183,0.0347093,-0.0552565,0.733839
1523957610980424603,-0.458862,-0.162372,-0.81604,-0.676113,0.0343021,-0.0565421,0.733824
1523957611031626676,-0.4671,-0.166844,-0.823056,-0.676132,0.0340651,-0.057777,0.733722
1523957611085750649,-0.475817,-0.171645,-0.830101,-0.676209,0.0341143,-0.0588079,0.733566
1523957611141383589,-0.484742,-0.176521,-0.836889,-0.676315,0.0344002,-0.0596442,0.733388
1523957611190373133,-0.492522,-0.180815,-0.842559,-0.676456,0.0348702,-0.0601357,0.733195
1523957611205724740,-0.494954,-0.182154,-0.844283,-0.676515,0.0350458,-0.0602196,0.733125
1523957611211051543,-0.193437,0.00127464,-0.451139,-0.680315,0.0365552,-0.0553452,0.729913
1523957611295411080,-0.191493,0.00648641,-0.449207,-0.680773,0.0380179,-0.0553146,0.729413
1523957611375157504,-0.18887,0.0120178,-0.446688,-0.681297,0.0399075,-0.0546146,0.728875
1523957611411121861,-0.187413,0.0147507,-0.445345,-0.681566,0.040891,-0.054103,0.728607
1523957611416162449,-0.148903,0.00794899,-0.392906,-0.681355,0.0396602,-0.0525733,0.728984
1523957611462040126,-0.145754,0.0111911,-0.389971,-0.681721,0.0410393,-0.0517287,0.728626
1523957611495328304,-0.143262,0.0136785,-0.387722,-0.682014,0.042126,-0.0510199,0.72834
1523957611531050750,-0.140394,0.0164443,-0.385187,-0.682363,0.0433704,-0.0501654,0.727999
1523957611551554793,-0.138673,0.0180652,-0.383665,-0.68257,0.0441282,-0.04963,0.727796
1523957611597656602,-0.134574,0.0218088,-0.3801,-0.683084,0.0459724,-0.048329,0.727288
1523957611631002160,-0.131392,0.0245507,-0.377434,-0.68351,0.0474084,-0.047297,0.726863
1523957611666703451,-0.127777,0.0276078,-0.374436,-0.68397,0.0489843,-0.0460734,0.726404
1523957611697023912,-0.124535,0.0303095,-0.371788,-0.684407,0.050396,-0.0449581,0.725966
1523957611725549723,-0.121342,0.0329167,-0.369227,-0.684836,0.0517506,-0.0438269,0.725534
1523957611756358277,-0.117731,0.0357768,-0.366381,-0.685332,0.0532484,-0.042549,0.725034
1523957611786653316,-0.114026,0.0386771,-0.363492,-0.685834,0.0547831,-0.041241,0.72452
1523957611812342688,-0.110742,0.0412161,-0.360984,-0.68627,0.0560834,-0.040083,0.724072
1523957611840520314,-0.106987,0.0440695,-0.358196,-0.68675,0.0575706,-0.0387845,0.723571
1523957611855942826,-0.104867,0.0456754,-0.356642,-0.687021,0.0583799,-0.038048,0.723289
1523957611866172923,-0.0243298,0.0140928,-0.221485,-0.685545,0.0596786,-0.0362184,0.724676
1523957611914103299,-0.0151342,0.017324,-0.214441,-0.68634,0.0622532,-0.0338278,0.723821
1523957611917108427,-0.0127078,0.0159546,-0.213096,-0.686317,0.0629286,-0.0340542,0.723775
1523957611982592909,0.000940016,0.0204623,-0.203206,-0.687368,0.0664019,-0.0306797,0.722616
1523957612032697101,0.0121255,0.0240851,-0.195423,-0.688108,0.068989,-0.0280763,0.721776
1523957612081465472,0.0236482,0.0277856,-0.187683,-0.688799,0.0714431,-0.0255517,0.720971
1523957612117187097,0.0324747,0.0306346,-0.181883,-0.689249,0.0731806,-0.0237829,0.720427
1523957612165990158,0.0451238,0.034645,-0.173787,-0.689778,0.0753736,-0.0215929,0.719763
1523957612207006463,0.0562805,0.0381118,-0.166853,-0.690155,0.0770514,-0.0199093,0.719273
1523957612212264292,-0.0281562,-0.0397765,-0.134582,-0.688167,0.0734204,-0.0224235,0.721479
1523957612265773844,-0.0175908,-0.0391412,-0.124214,-0.688554,0.0753502,-0.0205221,0.720967
1523957612312162556,-0.00791945,-0.0385353,-0.115009,-0.688804,0.0768536,-0.0191192,0.720609
1523957612358002298,0.00211006,-0.0378629,-0.105712,-0.689013,0.0781667,-0.0179348,0.720298
1523957612365741213,-0.152776,-0.07148,-0.136459,-0.689778,0.0761001,-0.0182821,0.719779
1523957612406695256,-0.149611,-0.0719088,-0.12917,-0.689929,0.0770918,-0.0174931,0.719547
1523957612411798953,-0.199916,-0.0871552,-0.157852,-0.690348,0.0770363,-0.0184629,0.719127
1523957612457905263,-0.198063,-0.0881037,-0.150005,-0.690505,0.0779616,-0.0177968,0.718893
1523957612462972569,-0.322477,-0.121667,-0.194228,-0.689637,0.0750374,-0.0219638,0.719922
1523957612532040124,-0.326707,-0.124971,-0.181988,-0.689787,0.0760617,-0.0214154,0.719688
1523957612601095296,-0.330725,-0.128404,-0.169483,-0.689937,0.0768063,-0.0211627,0.719472
1523957612672798059,-0.334704,-0.13211,-0.156329,-0.690085,0.0773864,-0.0210784,0.71927
1523957612721488878,-0.337264,-0.134672,-0.147313,-0.690208,0.0777034,-0.0211196,0.719117
1523957612782878286,-0.340343,-0.137966,-0.135866,-0.690343,0.0780472,-0.0211723,0.718949
1523957612806312019,-0.341471,-0.139234,-0.131484,-0.690394,0.0781825,-0.0211921,0.718884
1523957612811415609,-0.369081,-0.142049,-0.134794,-0.689459,0.0797245,-0.0218853,0.719592
1523957612893121666,-0.374999,-0.146843,-0.120274,-0.68964,0.0801861,-0.0218767,0.719367
1523957612906172285,-0.375928,-0.147614,-0.117942,-0.689665,0.0802609,-0.0218652,0.719334
1523957612916383063,-0.419161,-0.143957,-0.132892,-0.690096,0.0819126,-0.0222899,0.718722
1523957612957437010,-0.423918,-0.146217,-0.126205,-0.690164,0.0821598,-0.0222762,0.718629
1523957612962404331,-0.449535,-0.149906,-0.142873,-0.690126,0.083965,-0.0219945,0.718465
1523957613008263463,-0.455918,-0.152635,-0.136146,-0.690189,0.0841709,-0.0219929,0.718381
1523957613016122688,-0.465306,-0.154125,-0.143352,-0.690201,0.0854386,-0.0212677,0.718241
1523957613057148741,-0.471332,-0.156632,-0.137661,-0.690229,0.0856036,-0.0212741,0.718195
1523957613108151274,-0.478852,-0.159742,-0.130602,-0.690284,0.0858313,-0.0212565,0.718115
1523957613156794029,-0.486095,-0.16272,-0.123883,-0.690339,0.0860676,-0.0211985,0.718035
1523957613207701724,-0.493678,-0.16583,-0.116876,-0.690415,0.0863213,-0.021098,0.717935
1523957613218006814,-0.497477,-0.162292,-0.118546,-0.690418,0.0867115,-0.0213056,0.717878
1523957613318561325,-0.512336,-0.168043,-0.104609,-0.690564,0.0871442,-0.0210703,0.717693
1523957613446875543,-0.531444,-0.175627,-0.0867921,-0.690759,0.0874371,-0.020816,0.717477
1523957613457349734,-0.533014,-0.176254,-0.0853498,-0.69077,0.0874599,-0.0207899,0.717465
1523957613462473143,-0.504135,-0.162181,-0.0869005,-0.6908,0.0877234,-0.0210091,0.717397
1523957613562283478,-0.515049,-0.166482,-0.0726451,-0.690978,0.08793,-0.020559,0.717213
1523957613641632323,-0.523779,-0.170266,-0.0612183,-0.691323,0.0882822,-0.019878,0.716857
1523957613723587516,-0.532831,-0.174458,-0.0492592,-0.691948,0.0887649,-0.0187828,0.716224
1523957613797574011,-0.540981,-0.17849,-0.0383627,-0.692733,0.0893784,-0.0174268,0.715422
1523957613867209931,-0.548638,-0.182502,-0.0280674,-0.693678,0.0900738,-0.0157952,0.714456
1523957613943593818,-0.557001,-0.187073,-0.0168404,-0.694943,0.091005,-0.0135645,0.713154
1523957614018212872,-0.565126,-0.191767,-0.00604124,-0.696412,0.0921747,-0.0107805,0.711616
1523957614082451196,-0.572156,-0.196002,0.00303306,-0.697812,0.0934476,-0.00797136,0.710114
1523957614156804013,-0.580284,-0.201093,0.0132302,-0.699575,0.0950506,-0.00425046,0.708196
1523957614223254004,-0.587554,-0.205743,0.0220215,-0.701203,0.0966108,-0.000581667,0.706385
1523957614287615011,-0.59461,-0.210303,0.0302299,-0.702804,0.0982408,0.00324776,0.70456
1523957614352077904,-0.601703,-0.214996,0.0381498,-0.704436,0.0998602,0.00721304,0.70267
1523957614357472138,-0.602297,-0.215391,0.0388007,-0.704577,0.0999771,0.0075546,0.702509
1523957614367431083,-0.591513,-0.213511,0.0470858,-0.704754,0.0997796,0.00771654,0.702358
1523957614408397019,-0.595598,-0.216421,0.0522176,-0.705815,0.100795,0.0102836,0.701113
1523957614418578747,-0.609799,-0.217679,0.0601845,-0.706012,0.100198,0.0104543,0.700998
1523957614457176402,-0.613864,-0.220413,0.0651325,-0.70702,0.101096,0.0129047,0.699811
1523957614462403442,-0.573782,-0.209493,0.0746337,-0.7071,0.101131,0.0126609,0.69973
1523957614492883778,-0.575859,-0.211333,0.078748,-0.707914,0.101828,0.0145707,0.698768
1523957614508390963,-0.57691,-0.212263,0.0808193,-0.708315,0.102191,0.015503,0.698288
1523957614513485959,-0.592975,-0.215382,0.0743149,-0.70847,0.102303,0.0159541,0.698105
1523957614557811538,-0.596624,-0.218084,0.079771,-0.709616,0.103212,0.0186194,0.69674
1523957614562820239,-0.60682,-0.21519,0.0572653,-0.709966,0.104701,0.0204691,0.696108
1523957614621917963,-0.612069,-0.218402,0.0631866,-0.711403,0.105767,0.0238648,0.69437
1523957614688155641,-0.61799,-0.221789,0.0692702,-0.712874,0.106787,0.0275491,0.692566
1523957614708936890,-0.619851,-0.222802,0.0710428,-0.713285,0.107057,0.0286864,0.692056
1523957614714041665,-0.796108,-0.29505,0.0622913,-0.712752,0.108864,0.0288081,0.692318
1523957614762984305,-0.801644,-0.298399,0.0675743,-0.713644,0.109388,0.0314435,0.6912
1523957614767936587,-0.802561,-0.30249,0.0680214,-0.713498,0.110368,0.031844,0.691177
1523957614852315749,-0.812122,-0.308375,0.0761346,-0.714667,0.110843,0.0362488,0.689675
1523957614924101519,-0.820288,-0.31315,0.0823199,-0.715423,0.110875,0.0398168,0.688688
1523957614957769741,-0.824132,-0.315302,0.084966,-0.715707,0.110749,0.04143,0.688318
1523957614962665507,-0.828409,-0.319967,0.0864709,-0.715612,0.110907,0.0407375,0.688433
1523957615057692888,-0.840238,-0.326327,0.0931655,-0.716202,0.110044,0.0449799,0.687693
1523957615062819043,-0.871843,-0.367574,0.0939109,-0.715178,0.108486,0.0413583,0.689232
1523957615138301581,-0.886186,-0.37708,0.0988233,-0.71544,0.107281,0.0444827,0.688954
1523957615207954217,-0.899779,-0.385854,0.102701,-0.715494,0.105935,0.0472008,0.688926
1523957615277514354,-0.913655,-0.394629,0.105925,-0.715382,0.104307,0.0498014,0.689107
1523957615343936635,-0.927216,-0.402958,0.108383,-0.715111,0.102451,0.0522179,0.689488
1523957615359839232,-0.930505,-0.404934,0.108897,-0.715026,0.101936,0.0527997,0.689608
1523957615364565262,-0.944267,-0.406704,0.102674,-0.714914,0.101221,0.0521251,0.689881
1523957615509039303,-0.977799,-0.425306,0.105291,-0.713887,0.0963265,0.0568835,0.691267
1523957615514135934,-0.968122,-0.416017,0.0950576,-0.713923,0.0953418,0.0567815,0.691376
1523957615558073159,-0.978108,-0.42116,0.0951657,-0.713523,0.0937035,0.0581049,0.691902
1523957615563087867,-0.967902,-0.403081,0.08527,-0.713618,0.0941055,0.0587554,0.691695
1523957615609135827,-0.977833,-0.407724,0.0849395,-0.71325,0.0923342,0.060097,0.692197
1523957615614143588,-0.966384,-0.390185,0.068516,-0.713256,0.0930925,0.0608031,0.692028
1523957615724417747,-0.989708,-0.399927,0.0656108,-0.712627,0.0887054,0.0638464,0.692978
1523957615809002481,-1.00833,-0.407857,0.0630768,-0.712397,0.085054,0.0660763,0.693462
1523957615893246938,-1.02757,-0.416178,0.060273,-0.71235,0.0812605,0.0681574,0.693765
1523957615960411111,-1.04339,-0.42311,0.0578226,-0.712395,0.0781146,0.0697161,0.693924
1523957616029270955,-1.06018,-0.430521,0.0550944,-0.71251,0.0749294,0.0711661,0.694011
1523957616098332844,-1.07752,-0.438091,0.0523362,-0.712716,0.0716022,0.0723983,0.694023
1523957616165518971,-1.09497,-0.445844,0.0496221,-0.712899,0.0681201,0.0730866,0.694113
1523957616224329501,-1.11067,-0.452788,0.0472974,-0.712939,0.064816,0.0732379,0.694372
1523957616290451907,-1.12897,-0.460894,0.0447801,-0.712847,0.0607847,0.0727217,0.694886
1523957616309618184,-1.13438,-0.46328,0.0440919,-0.71277,0.0595419,0.0724501,0.6951
1523957616314714915,-1.12669,-0.456261,0.0163367,-0.712705,0.0593263,0.072243,0.695207
1523957616404397235,-1.15267,-0.467457,0.0115922,-0.712248,0.0530937,0.0700404,0.696404
1523957616409697895,-1.15424,-0.468128,0.0113159,-0.712215,0.0527058,0.0698734,0.696484
1523957616424817992,-0.922255,-0.336627,-0.0592458,-0.713608,0.0518531,0.0693242,0.695175
1523957616514725566,-0.942355,-0.342425,-0.0678261,-0.713009,0.0450418,0.0660599,0.696582
1523957616583737418,-0.958369,-0.3469,-0.0743754,-0.712528,0.0397034,0.0632167,0.697661
1523957616655284251,-0.975609,-0.351629,-0.0811685,-0.712042,0.0341586,0.0600651,0.698728
1523957616709253276,-0.989027,-0.355275,-0.0861921,-0.711632,0.0299867,0.0575806,0.699546
1523957616714223980,-0.885465,-0.296077,-0.103619,-0.712822,0.0305234,0.0579517,0.69828
1523957616760812171,-0.895292,-0.297754,-0.108277,-0.712443,0.026928,0.0558075,0.698989
1523957616765590718,-0.89654,-0.298038,-0.108893,-0.712394,0.0265535,0.0555459,0.699074
1523957616849971406,-0.915007,-0.301142,-0.116997,-0.711605,0.0200645,0.0514207,0.700408
1523957616925023942,-0.932025,-0.30387,-0.12386,-0.710734,0.0142267,0.0476233,0.701703
1523957616958812981,-0.939886,-0.305137,-0.126862,-0.710294,0.0115993,0.0459208,0.70231
1523957616965861713,-0.947094,-0.30603,-0.12987,-0.710201,0.0112544,0.0452596,0.702452
1523957617050293371,-0.96801,-0.309391,-0.137217,-0.708949,0.00476971,0.0409613,0.704053
1523957617124531135,-0.987193,-0.312397,-0.143243,-0.707779,-0.000752729,0.037268,0.70545
1523957617193917084,-1.00584,-0.31532,-0.148397,-0.706713,-0.005732,0.0340145,0.706659
1523957617209496692,-1.01012,-0.316,-0.149497,-0.70649,-0.00681526,0.0333196,0.706906
1523957617214456697,-0.881251,-0.2981,-0.154663,-0.708276,-0.00455071,0.0348156,0.705062
1523957617293562769,-0.893225,-0.300091,-0.160011,-0.707265,-0.00957197,0.0315048,0.706181
1523957617365450577,-0.90474,-0.30204,-0.164487,-0.706512,-0.0134805,0.0287823,0.706987
1523957617429651973,-0.915372,-0.303943,-0.168316,-0.705948,-0.016513,0.0267823,0.707565
1523957617499060995,-0.92722,-0.306134,-0.172244,-0.705437,-0.0193527,0.0251156,0.708063
1523957617565762307,-0.938921,-0.308419,-0.175806,-0.705073,-0.021646,0.0240736,0.708395
1523957617609255960,-0.946749,-0.309956,-0.177994,-0.7049,-0.0229036,0.0236555,0.708542
1523957617614387322,-0.905039,-0.321919,-0.17164,-0.706696,-0.0220979,0.0249807,0.706731
1523957617685843063,-0.915627,-0.325396,-0.174538,-0.706482,-0.0237438,0.0248559,0.706896
1523957617749858843,-0.925358,-0.328573,-0.176992,-0.706393,-0.0247859,0.0252888,0.706934
1523957617760449714,-0.926993,-0.329103,-0.177375,-0.706388,-0.0249222,0.0254,0.70693
1523957617770410690,-0.819701,-0.346467,-0.144526,-0.709389,-0.0229182,0.0288299,0.703854
1523957617829242393,-0.825827,-0.351785,-0.145219,-0.709408,-0.023427,0.029776,0.703779
1523957617860184696,-0.829079,-0.354642,-0.145551,-0.709438,-0.0235751,0.0304137,0.703716
1523957617870342240,-0.794572,-0.373562,-0.142249,-0.710708,-0.0231063,0.0311573,0.702417
1523957617954877891,-0.800604,-0.38309,-0.142647,-0.710839,-0.0231061,0.0334329,0.70218
1523957618039148224,-0.806733,-0.392799,-0.142813,-0.711023,-0.0226291,0.0362234,0.70187
1523957618111024563,-0.812053,-0.401225,-0.142795,-0.711247,-0.021911,0.0390229,0.701516
1523957618175398443,-0.816841,-0.408923,-0.142655,-0.711518,-0.0210518,0.0418254,0.701106
1523957618239413480,-0.821666,-0.416815,-0.142387,-0.711844,-0.0200548,0.0448555,0.700617
1523957618305761422,-0.826669,-0.425102,-0.142016,-0.712216,-0.0189622,0.0481407,0.700051
1523957618369823793,-0.831495,-0.433193,-0.141595,-0.712563,-0.017898,0.0514759,0.699489
1523957618410704741,-0.834592,-0.438398,-0.141278,-0.712794,-0.0172263,0.0536276,0.699108
1523957618420871145,-0.802139,-0.436004,-0.137033,-0.713689,-0.0169448,0.0545243,0.698132
1523957618515585242,-0.807153,-0.447844,-0.135966,-0.714067,-0.015378,0.0595954,0.697367
1523957618579638146,-0.810554,-0.455899,-0.135182,-0.714283,-0.0144116,0.0630602,0.696862
1523957618650991877,-0.814349,-0.46499,-0.134315,-0.714523,-0.0135007,0.0668837,0.696277
1523957618709999418,-0.817481,-0.472597,-0.133573,-0.714759,-0.012903,0.0700216,0.695737
1523957618761264348,-0.820133,-0.479259,-0.132928,-0.714978,-0.0124507,0.0726825,0.695247
1523957618771445640,-0.753478,-0.488133,-0.124377,-0.715855,-0.0117273,0.0747601,0.694136
1523957618835505152,-0.753357,-0.496873,-0.123277,-0.716156,-0.0113058,0.0780408,0.693471
1523957618894438061,-0.753172,-0.505021,-0.122328,-0.716425,-0.0110051,0.0810254,0.692856
1523957618961327287,-0.752961,-0.514508,-0.121305,-0.716782,-0.0107141,0.084316,0.692098
1523957618966096168,-0.520801,-0.378748,-0.0388703,-0.720361,-0.0107573,0.0843155,0.688371
1523957619040347669,-0.516665,-0.386138,-0.0349872,-0.720878,-0.0103939,0.0874498,0.687444
1523957619106619019,-0.513325,-0.392946,-0.0314656,-0.721489,-0.00970534,0.0895805,0.686538
1523957619161200606,-0.510934,-0.398808,-0.0284537,-0.722112,-0.00877706,0.0906271,0.685758
1523957619170931381,-0.495253,-0.382094,-0.0105881,-0.723016,-0.00951943,0.0901946,0.684852
1523957619209672625,-0.494096,-0.386258,-0.00806366,-0.723529,-0.00859171,0.090445,0.684289
1523957619217141666,-0.506785,-0.384278,-0.0128909,-0.722992,-0.0103041,0.0882916,0.685113
1523957619261316888,-0.506411,-0.388979,-0.00994046,-0.723664,-0.00899306,0.0881003,0.684447
1523957619266275572,-0.570836,-0.415315,-0.0114094,-0.722931,-0.0102164,0.0867558,0.685376
1523957619400792146,-0.579417,-0.43347,-0.00257202,-0.72524,-0.00511767,0.0840789,0.683324
1523957619521071399,-0.587854,-0.450168,0.00506467,-0.727403,-2.25397e-05,0.0802258,0.681505
1523957619562234027,-0.590866,-0.455913,0.00755025,-0.72809,0.00177922,0.0787527,0.68094
1523957619567040586,-0.620913,-0.476456,0.00382426,-0.727416,0.00144684,0.0781607,0.681729
1523957619600561362,-0.624025,-0.481525,0.00572234,-0.727929,0.00288387,0.0769591,0.681314
1523957619720590070,-0.635149,-0.499302,0.0119636,-0.729606,0.00803926,0.0726937,0.679946
1523957619830846930,-0.645496,-0.515538,0.0169055,-0.730867,0.0127838,0.0687526,0.678928
1523957619861454071,-0.648375,-0.520035,0.0181302,-0.731131,0.0141098,0.0675882,0.678735
1523957619866561393,-0.661491,-0.523228,0.0177216,-0.731106,0.0136315,0.0663301,0.678895
1523957619940740806,-0.66914,-0.533999,0.0203826,-0.73159,0.0166718,0.0635505,0.678571
1523957620017322307,-0.676411,-0.544912,0.0224238,-0.73174,0.0192787,0.0615774,0.678523
1523957620076266752,-0.681473,-0.553159,0.023482,-0.73161,0.0208339,0.0606367,0.678702
1523957620142439689,-0.686663,-0.562253,0.0242432,-0.731235,0.0221392,0.0601333,0.679109
1523957620206588773,-0.691313,-0.570861,0.0246314,-0.730729,0.0230248,0.0602339,0.679615
1523957620260497203,-0.694981,-0.57807,0.0246609,-0.730269,0.0236444,0.0606569,0.68005
1523957620265493583,-0.687138,-0.570959,0.0144234,-0.729522,0.0221472,0.0614541,0.680831
1523957620352121748,-0.691251,-0.581478,0.0135021,-0.728682,0.0227967,0.0628899,0.681577
1523957620421602111,-0.694168,-0.589941,0.0123882,-0.727964,0.0230537,0.0645466,0.682181
1523957620490725184,-0.696729,-0.598305,0.0109828,-0.727248,0.0229901,0.0665624,0.682753
1523957620562758355,-0.699084,-0.607012,0.00922706,-0.726491,0.0226427,0.0689697,0.683331
1523957620631743065,-0.701087,-0.615273,0.00728065,-0.725698,0.0220368,0.0714239,0.683941
