timestamp, T_WS_x, T_WS_y, T_WS_z, T_WS_qx, T_WS_qy, T_WS_qz, T_WS_qw
1523957608605051228,-0.00646887,0.0187892,-0.0751686,-0.695341,0.135526,0.0101888,0.705713
1523957608610393346,-0.0524642,-0.00655355,-0.0757435,-0.693593,0.132514,0.00793025,0.708029
1523957608694569770,-0.0605765,-0.00736047,-0.0880715,-0.694306,0.132774,0.00858827,0.707274
1523957608761412414,-0.067366,-0.00792485,-0.0985925,-0.694887,0.132859,0.00904463,0.706681
1523957608764178871,-0.067653,-0.00794612,-0.0990418,-0.69491,0.132853,0.00906629,0.706659
1523957608830300237,-0.0747206,-0.00836857,-0.110167,-0.695433,0.132932,0.00944429,0.706126
1523957608889286426,-0.0813226,-0.00866744,-0.120664,-0.69584,0.133015,0.00973158,0.705704
1523957608950870749,-0.0885203,-0.00882927,-0.132159,-0.696225,0.133027,0.00998927,0.705319
1523957608956290177,-0.0891696,-0.00883041,-0.133195,-0.696256,0.133032,0.0100152,0.705287
1523957608964027951,-0.125367,-0.0343873,-0.270663,-0.696231,0.124493,0.0226172,0.706578
1523957609078893642,-0.141563,-0.0385524,-0.304252,-0.696695,0.123565,0.0238432,0.706243
1523957609109720434,-0.145971,-0.0397012,-0.313582,-0.6968,0.12318,0.0240476,0.706199
1523957609119794250,-0.147424,-0.0400949,-0.316652,-0.696817,0.123084,0.0240737,0.706199
1523957609194206905,-0.158232,-0.0430829,-0.339648,-0.696876,0.121929,0.0242335,0.706335
1523957609265344447,-0.168791,-0.0461352,-0.362314,-0.696838,0.120632,0.0242162,0.706596
1523957609313983288,-0.176118,-0.0483237,-0.378246,-0.696819,0.119655,0.0241343,0.706784
1523957609360447956,-0.183165,-0.0504472,-0.393763,-0.69676,0.118745,0.0239388,0.707002
1523957609365236994,-0.172453,-0.0666779,-0.393504,-0.69675,0.116052,0.0274538,0.707331
1523957609436617870,-0.181581,-0.0717084,-0.415257,-0.696531,0.114186,0.0269462,0.70787
1523957609475236783,-0.18655,-0.0745619,-0.427151,-0.696346,0.113055,0.0264674,0.708252
1523957609526287528,-0.193152,-0.0784917,-0.442999,-0.69602,0.1114,0.0255943,0.708867
1523957609575274483,-0.199518,-0.0824227,-0.458295,-0.695638,0.109659,0.024476,0.709552
1523957609639603618,-0.207838,-0.0876813,-0.478514,-0.695021,0.107204,0.0226128,0.710593
1523957609660317897,-0.2105,-0.0894085,-0.485047,-0.694787,0.106355,0.021902,0.710972
1523957609665298834,-0.211138,-0.0898276,-0.48662,-0.694729,0.106147,0.0217263,0.711064
1523957609706188665,-0.216378,-0.0933139,-0.499548,-0.694226,0.104367,0.0202056,0.711864
1523957609739704808,-0.220659,-0.0962438,-0.510149,-0.69379,0.102831,0.0188079,0.71255
1523957609775765310,-0.225238,-0.0994415,-0.521571,-0.693286,0.101062,0.0171244,0.713336
1523957609824446465,-0.231338,-0.103797,-0.537037,-0.692503,0.0985288,0.0146073,0.714505
1523957609875431237,-0.237646,-0.108453,-0.553243,-0.691589,0.0956579,0.0116463,0.715834
1523957609921514997,-0.243275,-0.112764,-0.567841,-0.690659,0.0929034,0.00868277,0.717136
1523957609949777041,-0.24669,-0.115476,-0.576765,-0.690053,0.0911573,0.00677893,0.717963
1523957609985472127,-0.250991,-0.118953,-0.588005,-0.689306,0.0889624,0.00432749,0.718974
1523957610016583303,-0.254725,-0.122025,-0.597792,-0.68863,0.0870171,0.00211338,0.719869
1523957610021803337,-0.308112,-0.139188,-0.561121,-0.688035,0.0826404,0.00126603,0.720956
1523957610060451467,-0.315085,-0.143723,-0.571249,-0.68716,0.0801451,-0.00161212,0.72207
1523957610070529202,-0.316915,-0.144926,-0.573881,-0.686934,0.0794895,-0.00236771,0.722356
1523957610106176440,-0.323418,-0.149267,-0.583154,-0.686115,0.0771809,-0.00508518,0.723369
1523957610121407547,-0.326208,-0.151148,-0.587102,-0.685761,0.076194,-0.00624344,0.7238
1523957610149679034,-0.3314,-0.15468,-0.594385,-0.685091,0.0743623,-0.00845244,0.724603
1523957610160435728,-0.333384,-0.156037,-0.597139,-0.684836,0.0736569,-0.00929724,0.724906
1523957610165270273,-0.377898,-0.200706,-0.589639,-0.682886,0.0708921,-0.0109511,0.726995
1523957610236756148,-0.394753,-0.213705,-0.606631,-0.681009,0.0661481,-0.0167606,0.729089
1523957610275120835,-0.403971,-0.22093,-0.615519,-0.679993,0.0636105,-0.0198916,0.730183
1523957610331082543,-0.417666,-0.231911,-0.628138,-0.678551,0.0599676,-0.024426,0.731694
1523957610380522170,-0.430039,-0.24204,-0.638924,-0.677312,0.0568625,-0.0283868,0.732946
1523957610426304059,-0.441711,-0.251838,-0.648572,-0.676282,0.0540793,-0.0319307,0.733961
1523957610475236118,-0.454447,-0.262877,-0.658499,-0.675293,0.0512905,-0.0356359,0.7349
1523957610505942072,-0.462591,-0.270092,-0.66453,-0.674734,0.0496193,-0.0378812,0.735416
1523957610510918510,-0.449413,-0.245808,-0.660672,-0.675537,0.0491228,-0.036965,0.734758
1523957610555291319,-0.460558,-0.255375,-0.668571,-0.674797,0.0468513,-0.0401279,0.735421
1523957610560127180,-0.431637,-0.225923,-0.667966,-0.676013,0.0466695,-0.0388984,0.734381
1523957610621603897,-0.44495,-0.237475,-0.677086,-0.675028,0.0437769,-0.0431086,0.73523
1523957610675498161,-0.45684,-0.247827,-0.684606,-0.67419,0.0414671,-0.0466195,0.735918
1523957610731412142,-0.469363,-0.25886,-0.691948,-0.673344,0.0393672,-0.0500005,0.736586
1523957610785791723,-0.481729,-0.26991,-0.698648,-0.672599,0.0376321,-0.0529905,0.737148
1523957610826406336,-0.491079,-0.278405,-0.70338,-0.672122,0.0365269,-0.0549843,0.737492
1523957610857320228,-0.498277,-0.285015,-0.706795,-0.671806,0.0358052,-0.0563275,0.737714
1523957610862312189,-0.392521,-0.193697,-0.688876,-0.675247,0.0349598,-0.0521115,0.734917
1523957610965271883,-0.407511,-0.207287,-0.699218,-0.674785,0.0334359,-0.0556495,0.735153
1523957611055499005,-0.420802,-0.220017,-0.70702,-0.674738,0.0330343,-0.0577622,0.735052
1523957611126064064,-0.431231,-0.230307,-0.712289,-0.674806,0.0332463,-0.0589262,0.734887
1523957611205724740,-0.442893,-0.242193,-0.717415,-0.674971,0.0339669,-0.0596824,0.734642
1523957611211051543,-0.320792,-0.0908396,-0.640839,-0.678548,0.0348995,-0.0581836,0.731416
1523957611262207481,-0.323544,-0.0917689,-0.642662,-0.678755,0.0356837,-0.0582799,0.731178
1523957611305932957,-0.325746,-0.092519,-0.643978,-0.678966,0.0365302,-0.0581446,0.730952
1523957611341481114,-0.327429,-0.0930961,-0.644905,-0.67916,0.0373246,-0.0578887,0.730752
1523957611380229966,-0.329152,-0.0936519,-0.645769,-0.679385,0.0382909,-0.0574815,0.730524
1523957611411121861,-0.330425,-0.094044,-0.646352,-0.679585,0.0391276,-0.0570554,0.730327
1523957611426324305,-0.188367,-0.0159211,-0.592461,-0.681617,0.0415265,-0.0530169,0.728604
1523957611510890177,-0.180809,-0.0106934,-0.591222,-0.68233,0.0442826,-0.0512626,0.727899
1523957611566874451,-0.175115,-0.00696605,-0.589996,-0.68288,0.046394,-0.0498066,0.727352
1523957611636183230,-0.167273,-0.00217519,-0.588107,-0.683715,0.0493375,-0.0477149,0.726514
1523957611697023912,-0.159611,0.0023252,-0.586044,-0.684529,0.0521403,-0.0455399,0.725691
1523957611745847020,-0.152922,0.00612017,-0.584152,-0.685266,0.0545122,-0.0435709,0.724942
1523957611756358277,-0.151419,0.00695631,-0.583716,-0.685437,0.0550312,-0.0431233,0.724767
1523957611812342688,-0.143023,0.0115759,-0.581225,-0.686361,0.0579027,-0.04065,0.723812
1523957611855942826,-0.135985,0.0153754,-0.579145,-0.687098,0.0602276,-0.0386092,0.723034
1523957611861136999,-0.0326598,0.0248593,-0.378811,-0.68652,0.0607889,-0.03742,0.723598
1523957611914103299,-0.0205178,0.0296024,-0.372092,-0.687403,0.0636694,-0.0347773,0.722643
1523957611922699485,-0.0176392,0.0269125,-0.361603,-0.68745,0.0644322,-0.0346485,0.722538
1523957612012337330,0.00493637,0.0351148,-0.349035,-0.688863,0.0692092,-0.0300094,0.720956
1523957612071360513,0.0210835,0.0408416,-0.340421,-0.689701,0.0722455,-0.0269361,0.719978
1523957612127365127,0.0373595,0.0466108,-0.331936,-0.690408,0.0750002,-0.0241576,0.719117
1523957612191449545,0.0572199,0.0534962,-0.321894,-0.691065,0.0778137,-0.0213805,0.718274
1523957612207006463,0.0622359,0.0552021,-0.319402,-0.691201,0.0784513,-0.0207669,0.718091
1523957612212264292,-0.0460879,-0.024389,-0.259755,-0.689124,0.0742848,-0.0242162,0.720418
1523957612275950297,-0.0316572,-0.0218188,-0.246634,-0.68958,0.0765969,-0.0219927,0.719812
1523957612337337094,-0.0167923,-0.0191683,-0.233561,-0.689894,0.0785358,-0.0202402,0.719353
1523957612358002298,-0.0115766,-0.0182201,-0.229071,-0.689992,0.0791204,-0.0197386,0.719209
1523957612365741213,-0.200198,-0.108797,-0.211938,-0.688182,0.073173,-0.022438,0.72149
1523957612406695256,-0.197011,-0.110234,-0.202869,-0.688333,0.0741753,-0.0216494,0.721268
1523957612417079075,-0.219841,-0.0951508,-0.170557,-0.690219,0.0768643,-0.0193825,0.719245
1523957612457905263,-0.218722,-0.0962437,-0.16353,-0.690356,0.0776733,-0.01881,0.719042
1523957612465800702,-0.333682,-0.124635,-0.199874,-0.689709,0.0751596,-0.0228119,0.719814
1523957612562826876,-0.340376,-0.129466,-0.182436,-0.689912,0.0764898,-0.0221592,0.7195
1523957612631939989,-0.344943,-0.133101,-0.169738,-0.690063,0.0771614,-0.0220142,0.719288
1523957612690856460,-0.348698,-0.13629,-0.158785,-0.690189,0.0776011,-0.0220047,0.71912
1523957612762678899,-0.353081,-0.140249,-0.145309,-0.690344,0.0780181,-0.0220802,0.718924
1523957612806312019,-0.355645,-0.142697,-0.137078,-0.690447,0.0782717,-0.0221194,0.718796
1523957612811415609,-0.37708,-0.142813,-0.14318,-0.689608,0.0797943,-0.0224083,0.719424
1523957612906172285,-0.384308,-0.148354,-0.126293,-0.689813,0.0803348,-0.0223959,0.719168
1523957612913594955,-0.430716,-0.148696,-0.145751,-0.690024,0.0824751,-0.022243,0.718728
1523957612931648352,-0.432863,-0.149726,-0.142854,-0.690053,0.0825869,-0.0222338,0.718688
1523957612957437010,-0.435919,-0.151209,-0.138709,-0.690095,0.0827366,-0.0222269,0.71863
1523957612962404331,-0.467809,-0.157536,-0.148636,-0.689695,0.083441,-0.0223292,0.718929
1523957613008263463,-0.474711,-0.160498,-0.141593,-0.689756,0.0836445,-0.0223293,0.718847
1523957613013412353,-0.48507,-0.160865,-0.147821,-0.689719,0.0844485,-0.0219843,0.7188
1523957613113175050,-0.500899,-0.167305,-0.13292,-0.689811,0.084859,-0.0219688,0.718663
1523957613197437905,-0.514453,-0.172772,-0.120357,-0.689917,0.0852821,-0.0218505,0.718515
1523957613207701724,-0.516106,-0.173441,-0.118831,-0.689932,0.0853278,-0.0218203,0.718496
1523957613212980312,-0.516557,-0.170528,-0.124247,-0.689827,0.0859115,-0.022269,0.718514
1523957613251477672,-0.522549,-0.172909,-0.11857,-0.689881,0.0861012,-0.0221816,0.718442
1523957613277056206,-0.526534,-0.174494,-0.114789,-0.689918,0.0862111,-0.0221188,0.718395
1523957613357012137,-0.539034,-0.179536,-0.102927,-0.690036,0.0864795,-0.0219267,0.718256
1523957613431264760,-0.550713,-0.184342,-0.0919072,-0.690153,0.0866425,-0.0217996,0.718127
1523957613457349734,-0.554832,-0.186052,-0.0880574,-0.69018,0.0866897,-0.0217439,0.718097
1523957613462473143,-0.523175,-0.169599,-0.0908992,-0.690354,0.087162,-0.0217009,0.717874
1523957613487812126,-0.526105,-0.170779,-0.0870621,-0.690384,0.0872077,-0.0216406,0.717841
1523957613562283478,-0.534692,-0.17431,-0.0758309,-0.69053,0.0873724,-0.0212514,0.717693
1523957613638904917,-0.543578,-0.178292,-0.0641596,-0.690855,0.087712,-0.0206017,0.717357
1523957613718461412,-0.552835,-0.182707,-0.0518796,-0.69145,0.0881803,-0.0195613,0.716756
1523957613823163617,-0.564977,-0.188948,-0.0355327,-0.692619,0.0890688,-0.017552,0.715568
1523957613928370936,-0.577124,-0.195673,-0.0190781,-0.694235,0.090226,-0.0147277,0.713919
1523957614018212872,-0.587422,-0.201771,-0.0052184,-0.695965,0.091635,-0.0114769,0.712113
1523957614108169588,-0.597761,-0.208233,0.00826772,-0.697956,0.093438,-0.0074401,0.70998
1523957614202780322,-0.608627,-0.215339,0.0219083,-0.700262,0.0955735,-0.002428,0.707455
1523957614287615011,-0.618382,-0.221821,0.0336151,-0.702367,0.0977108,0.00254866,0.705072
1523957614357472138,-0.626439,-0.227329,0.0428669,-0.704143,0.0994494,0.00685484,0.703026
1523957614367431083,-0.614677,-0.226014,0.0523156,-0.704346,0.0993725,0.00711993,0.702831
1523957614408397019,-0.618969,-0.229198,0.057866,-0.705408,0.100389,0.00968665,0.701589
1523957614418578747,-0.630801,-0.228957,0.0655152,-0.705703,0.100089,0.0100649,0.701331
1523957614457176402,-0.635014,-0.23189,0.0708011,-0.706712,0.100989,0.0125151,0.700145
1523957614462403442,-0.580227,-0.221149,0.0750218,-0.706881,0.101613,0.012859,0.699878
1523957614508390963,-0.582818,-0.224119,0.0813806,-0.708094,0.102677,0.0157048,0.698436
1523957614513485959,-0.613749,-0.22449,0.073926,-0.708288,0.102708,0.0161651,0.698225
1523957614557811538,-0.617456,-0.227319,0.0795231,-0.709432,0.103619,0.0188321,0.696861
1523957614562820239,-0.635008,-0.228895,0.0679038,-0.709623,0.104365,0.0197982,0.696528
1523957614652404462,-0.643789,-0.234311,0.0777876,-0.711779,0.105922,0.0249105,0.693924
1523957614708936890,-0.64936,-0.237514,0.0834744,-0.712945,0.106727,0.0280118,0.692484
1523957614714041665,-0.746702,-0.281496,0.0630808,-0.712519,0.109527,0.0290564,0.692442
1523957614762984305,-0.752003,-0.284873,0.0678324,-0.713409,0.110052,0.0316917,0.691326
1523957614767936587,-0.754569,-0.288746,0.063886,-0.713243,0.111439,0.0324602,0.691239
1523957614919040086,-0.771133,-0.299145,0.0756164,-0.715111,0.11196,0.0401859,0.688816
1523957614957769741,-0.775417,-0.301666,0.0781189,-0.715436,0.111824,0.0420423,0.688389
1523957614962665507,-0.778254,-0.306608,0.0819847,-0.715347,0.111058,0.0412787,0.688652
1523957615057692888,-0.78947,-0.312944,0.0875808,-0.715933,0.110193,0.0455239,0.687913
1523957615062819043,-0.823331,-0.355121,0.0839604,-0.71505,0.107319,0.0412049,0.689557
1523957615267435707,-0.862552,-0.381319,0.0921109,-0.715282,0.103358,0.0493149,0.689389
1523957615359839232,-0.881195,-0.393112,0.0938702,-0.714898,0.100751,0.0526664,0.689925
1523957615364565262,-0.882048,-0.38273,0.0869639,-0.714991,0.100341,0.0526907,0.689886
1523957615413376265,-0.892092,-0.388421,0.0871894,-0.714689,0.0988014,0.0543497,0.690292
1523957615509039303,-0.912353,-0.399583,0.0868436,-0.713965,0.095446,0.0574736,0.69126
1523957615514135934,-0.908564,-0.390004,0.0861718,-0.713966,0.095845,0.0569124,0.691251
1523957615558073159,-0.917856,-0.394668,0.08571,-0.713566,0.0942102,0.0582362,0.691777
1523957615563087867,-0.914749,-0.382172,0.0835601,-0.713634,0.0940511,0.0583313,0.691722
1523957615609135827,-0.924424,-0.386519,0.0828452,-0.713267,0.0922813,0.0596721,0.692224
1523957615614143588,-0.921922,-0.374344,0.0739554,-0.713274,0.0922027,0.0601705,0.692184
1523957615773149696,-0.956338,-0.388258,0.0695097,-0.71249,0.0857457,0.0645223,0.693428
1523957615898513453,-0.985209,-0.40025,0.0652962,-0.712369,0.0801124,0.0676534,0.693927
1523957616009060899,-1.01205,-0.411585,0.060993,-0.712485,0.0749476,0.0701403,0.694138
1523957616103777112,-1.03618,-0.421726,0.0570518,-0.712755,0.0704308,0.0718319,0.694162
1523957616209095360,-1.06435,-0.4337,0.0526475,-0.712971,0.0647846,0.0726189,0.694407
1523957616293204108,-1.08799,-0.443719,0.049283,-0.712855,0.0596977,0.0720458,0.695042
1523957616309618184,-1.09272,-0.445712,0.0486642,-0.712789,0.0586276,0.0718124,0.695225
1523957616314714915,-1.07899,-0.43288,0.0272326,-0.712558,0.0587172,0.0722855,0.695405
1523957616409697895,-1.10673,-0.444051,0.0225074,-0.712064,0.0520929,0.0699164,0.69668
1523957616414655650,-0.835344,-0.299386,-0.0535975,-0.713949,0.0514692,0.070683,0.694717
1523957616499011440,-0.853167,-0.304001,-0.0615988,-0.713386,0.045096,0.0677331,0.696031
1523957616565654851,-0.867766,-0.307678,-0.0679188,-0.712915,0.0399345,0.0650421,0.697085
1523957616629869092,-0.882346,-0.31129,-0.074015,-0.712465,0.0349417,0.062293,0.698063
1523957616709253276,-0.901074,-0.315843,-0.0813998,-0.711877,0.028801,0.0586693,0.699257
1523957616714223980,-0.763036,-0.249136,-0.101902,-0.714033,0.0296972,0.059108,0.69698
1523957616760812171,-0.771693,-0.250475,-0.1064,-0.713651,0.0260934,0.0569757,0.697693
1523957616765590718,-0.76959,-0.249967,-0.109881,-0.713822,0.0261017,0.0567313,0.697537
1523957616824669944,-0.780854,-0.2517,-0.115492,-0.71328,0.0215319,0.0538895,0.698472
1523957616873274386,-0.790372,-0.253121,-0.119943,-0.712776,0.017775,0.0514642,0.699276
1523957616909309229,-0.797555,-0.254163,-0.123158,-0.71235,0.0149738,0.0496466,0.699906
1523957616914934158,-0.815224,-0.256997,-0.125435,-0.712192,0.0144575,0.0489646,0.700126
1523957616958812981,-0.825037,-0.258524,-0.129303,-0.711625,0.0110363,0.0467542,0.700915
1523957616968596113,-0.827253,-0.258873,-0.130154,-0.711493,0.0102763,0.0462483,0.701094
1523957617024901690,-0.840257,-0.260875,-0.134958,-0.71066,0.00592562,0.043378,0.702172
1523957617073656010,-0.851849,-0.262619,-0.138957,-0.709898,0.00222435,0.0409323,0.70311
1523957617119535919,-0.863052,-0.264293,-0.142538,-0.709176,-0.00118086,0.0386818,0.703969
1523957617165577220,-0.874599,-0.266024,-0.145902,-0.708448,-0.00455163,0.0364852,0.704804
1523957617209496692,-0.88588,-0.267742,-0.148956,-0.707803,-0.00762674,0.0345037,0.705526
1523957617219519400,-0.740685,-0.254115,-0.138521,-0.710096,-0.00500168,0.0366258,0.703134
1523957617304088756,-0.750426,-0.256314,-0.143075,-0.70903,-0.0103168,0.033151,0.704324
1523957617375548411,-0.759203,-0.258354,-0.14653,-0.708308,-0.0141359,0.0305085,0.705102
1523957617439834452,-0.767359,-0.260353,-0.149465,-0.707753,-0.0171151,0.0286017,0.705673
1523957617509690464,-0.776491,-0.262694,-0.152431,-0.707257,-0.0199075,0.0270174,0.70616
1523957617570787530,-0.784679,-0.264905,-0.154837,-0.706932,-0.0219733,0.0261261,0.706457
1523957617609255960,-0.789968,-0.26634,-0.156234,-0.706779,-0.023087,0.0257809,0.706588
1523957617614387322,-0.77546,-0.275288,-0.148037,-0.70763,-0.022548,0.0264251,0.705729
1523957617693743970,-0.785606,-0.279072,-0.150299,-0.707398,-0.0243515,0.0263296,0.705905
1523957617760449714,-0.794388,-0.282342,-0.152023,-0.707318,-0.025387,0.026858,0.705929
1523957617770410690,-0.713709,-0.298972,-0.1266,-0.709989,-0.0237943,0.0292727,0.703202
1523957617849624707,-0.72026,-0.305172,-0.126927,-0.710029,-0.0244156,0.0306327,0.703082
1523957617860184696,-0.721141,-0.306011,-0.126956,-0.710039,-0.0244544,0.030862,0.703061
1523957617865203649,-0.697769,-0.325934,-0.123313,-0.711051,-0.0241929,0.0315162,0.702017
1523957617954877891,-0.703103,-0.334919,-0.123022,-0.711194,-0.0242151,0.0339163,0.70176
1523957618029053580,-0.707599,-0.342495,-0.122565,-0.711357,-0.0238253,0.0363472,0.701486
1523957618100461709,-0.712004,-0.349919,-0.121972,-0.711579,-0.023144,0.0390787,0.701137
1523957618165211677,-0.716015,-0.356757,-0.1213,-0.71183,-0.0223186,0.0418554,0.700748
1523957618224227821,-0.719715,-0.363187,-0.120567,-0.712121,-0.0214183,0.0446238,0.70031
1523957618290512660,-0.723878,-0.370513,-0.119621,-0.712497,-0.0203524,0.0478644,0.699745
1523957618349385624,-0.72756,-0.377092,-0.118727,-0.712828,-0.0193763,0.0509004,0.699221
1523957618410704741,-0.731415,-0.383994,-0.117709,-0.713166,-0.0183641,0.0541245,0.698661
1523957618420871145,-0.701713,-0.386607,-0.109352,-0.714142,-0.0176519,0.054947,0.697618
1523957618500093668,-0.704845,-0.395627,-0.107585,-0.714469,-0.0163203,0.0591684,0.69697
1523957618566599553,-0.707464,-0.403227,-0.106033,-0.714697,-0.0153117,0.0627777,0.696443
1523957618625568048,-0.709784,-0.410028,-0.104636,-0.714891,-0.0145248,0.0659712,0.695966
1523957618684504273,-0.712092,-0.416913,-0.103239,-0.715108,-0.0138494,0.0690882,0.695453
1523957618745602559,-0.71441,-0.424107,-0.101754,-0.715374,-0.0132918,0.072299,0.694864
1523957618761264348,-0.714992,-0.425959,-0.101376,-0.715436,-0.0131661,0.0731085,0.694718
1523957618766287933,-0.66781,-0.42717,-0.0944275,-0.716111,-0.0128544,0.0744633,0.693884
1523957618840552226,-0.667661,-0.435942,-0.0923364,-0.716463,-0.0123629,0.078274,0.69311
1523957618904729252,-0.667461,-0.443641,-0.0905965,-0.716762,-0.0120396,0.0815081,0.692433
1523957618961327287,-0.667301,-0.450604,-0.0890928,-0.717072,-0.0118061,0.0842855,0.691784
1523957618966096168,-0.55578,-0.398281,-0.0556562,-0.719199,-0.0116138,0.0850645,0.689479
1523957619040347669,-0.552167,-0.405991,-0.052355,-0.719718,-0.0112579,0.0882037,0.688548
1523957619101417953,-0.549517,-0.412518,-0.049602,-0.72028,-0.0106554,0.0902082,0.68771
1523957619155624723,-0.547522,-0.418554,-0.0470593,-0.720891,-0.00975447,0.0913074,0.686938
1523957619161200606,-0.547333,-0.41919,-0.0467939,-0.720958,-0.00965073,0.0913906,0.686858
1523957619170931381,-0.497989,-0.384021,-0.00502506,-0.72361,-0.0106274,0.0892853,0.684327
1523957619209672625,-0.496754,-0.388102,-0.00231087,-0.724123,-0.00969916,0.0895338,0.683765
1523957619217141666,-0.512131,-0.398817,-0.00608244,-0.723423,-0.0101952,0.0883837,0.684649
1523957619261316888,-0.511568,-0.403904,-0.00300808,-0.724094,-0.00888426,0.0881907,0.683982
1523957619266275572,-0.58287,-0.427107,-0.00415769,-0.723334,-0.00970783,0.0863721,0.685006
1523957619355929588,-0.588457,-0.439531,0.00193725,-0.724833,-0.00642702,0.0848647,0.683648
1523957619431380840,-0.593559,-0.450161,0.00702969,-0.726197,-0.00336327,0.0827961,0.682474
1523957619500556937,-0.598443,-0.460087,0.0115775,-0.727439,-0.000427389,0.0805286,0.68143
1523957619562234027,-0.602934,-0.468956,0.0154787,-0.728485,0.00229625,0.0783459,0.680563
1523957619574951007,-0.627914,-0.486367,0.0136789,-0.728118,0.00243682,0.0775961,0.681041
1523957619674721469,-0.636976,-0.501546,0.0194414,-0.729579,0.00672643,0.0740306,0.679845
1523957619740885427,-0.642987,-0.511416,0.022943,-0.730444,0.00951079,0.0717309,0.679129
1523957619810649356,-0.64941,-0.521896,0.0263234,-0.731244,0.0125416,0.0692003,0.678481
1523957619861454071,-0.654102,-0.529517,0.0285895,-0.731705,0.0147575,0.0672802,0.678132
1523957619866561393,-0.673289,-0.531174,0.0247792,-0.731414,0.0143404,0.0657174,0.678608
1523957619986520363,-0.685613,-0.548456,0.0289711,-0.732034,0.0189932,0.0616205,0.67821
1523957620096598056,-0.695405,-0.563805,0.0312473,-0.731816,0.0219777,0.0597961,0.678518
1523957620196196269,-0.703105,-0.57722,0.0322704,-0.731115,0.0236098,0.059556,0.67924
1523957620260497203,-0.707663,-0.58577,0.0324674,-0.730574,0.0243703,0.0600085,0.679755
1523957620270596428,-0.71033,-0.592329,0.0195366,-0.729657,0.0235872,0.060565,0.680717
1523957620362803789,-0.714954,-0.603963,0.0185955,-0.728758,0.024284,0.0621298,0.681515
1523957620431689832,-0.718032,-0.612662,0.0175208,-0.728051,0.0244793,0.0638305,0.682106
1523957620495791760,-0.720602,-0.620718,0.0162595,-0.727381,0.024394,0.0657294,0.682643
1523957620562758355,-0.723028,-0.62913,0.0146919,-0.726677,0.0240641,0.0679706,0.683185
1523957620626621023,-0.725136,-0.637074,0.0129735,-0.725948,0.0234991,0.0702424,0.683749
1523957620662696181,-0.726209,-0.641559,0.0119088,-0.725511,0.0231004,0.0715779,0.684088
1523957620667740470,-0.728478,-0.645331,0.00085707,-0.72457,0.0219512,0.0733546,0.684935
1523957620726493236,-0.729479,-0.652611,-0.0013255,-0.723822,0.021042,0.0755943,0.685511
1523957620771702581,-0.730091,-0.658237,-0.00305961,-0.723224,0.0201795,0.0772674,0.685981
1523957620830744488,-0.730676,-0.665612,-0.00537498,-0.722357,0.0188671,0.0793712,0.686691
1523957620912664508,-0.731149,-0.676022,-0.00857789,-0.721229,0.0164911,0.0819645,0.687633
1523957620961821432,-0.73124,-0.682484,-0.0103914,-0.7206,0.0148362,0.0833539,0.688163
1523957620971725770,-0.73332,-0.690528,-0.015626,-0.720118,0.0138888,0.0840933,0.688597
1523957621061689902,-0.732928,-0.703094,-0.0188988,-0.719144,0.010491,0.0862351,0.689409
1523957621130560732,-0.732336,-0.713096,-0.021228,-0.718605,0.00763468,0.0876026,0.689837
